codigo_onibus,placa,linha,latitude,longitude,velocidade,sentido,trajeto,hodometro,datahoracoleta,dataposicao,horaposicao
902098,,40,-23.002248,-43.365781,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],30129.0,2023-12-18 15:49:37,2023-12-18,15:31:47
902099,,40,-23.001069,-43.365628,7.7,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],34070.4,2023-12-18 15:49:37,2023-12-18,15:28:40
902093,,41,-22.924678,-43.373895,32.5,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],30577.8,2023-12-18 15:49:37,2023-12-18,15:47:08
902091,,40,-23.001986,-43.366608,3.7,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],35923.3,2023-12-18 15:49:37,2023-12-18,08:26:49
901099,,51,-23.008625,-43.440215,0.0,volta,51 - SENTIDO TERMINAL DEODORO (PARADOR) [VOLTA],60448.6,2023-12-18 15:49:37,2023-12-18,15:19:49
903046,,14,-23.008373,-43.441027,0.0,volta,14 - TERMINAL RECREIO x SANTA EUGÊNIA (EXPRESSO) [VOLTA],58941.1,2023-12-18 15:49:37,2023-12-18,15:33:37
902077,,46,-22.8415,-43.2772,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],67999.4,2023-12-18 15:49:37,2023-12-18,15:49:27
902104,,40,-22.935037,-43.371878,0.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],29824.6,2023-12-18 15:49:37,2023-12-18,15:46:57
902106,,40,-23.002529,-43.36664,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],29050.2,2023-12-18 15:49:37,2023-12-18,14:25:25
902108,,40,-22.903261,-43.356021,57.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],7294.3,2023-12-18 15:49:37,2023-12-18,15:49:28
902109,,43,-22.940452,-43.372445,0.0,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],28109.0,2023-12-18 15:49:37,2023-12-18,15:49:22
903061,,17,-22.915977,-43.684137,0.5,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],10246.4,2023-12-18 15:49:37,2023-12-18,15:46:23
903070,,35,-22.856579,-43.258781,36.1,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],24990.0,2023-12-18 15:49:37,2023-11-29,14:00:41
902126,,18,-23.006732,-43.313038,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],8302.1,2023-12-18 15:49:37,2023-12-18,15:26:50
86887,KRQ6875,10,-22.920173,-43.608368,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],39235.9,2023-12-18 15:49:37,2023-11-11,23:01:07
903065,,17,-22.903452,-43.556628,25.3,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],24137.7,2023-12-18 15:49:37,2023-12-18,15:27:48
902132,,10,-22.951317,-43.650586,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3438.9,2023-12-18 15:49:37,2023-12-18,15:20:22
902156,,10,-23.006225,-43.554573,55.4,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],23369.0,2023-12-18 15:49:37,2023-12-18,15:47:17
902151,,13,-23.014925,-43.469309,48.5,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],12398.7,2023-12-18 15:49:37,2023-12-18,15:49:23
902131,,12,-23.002168,-43.366762,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2782.9,2023-12-18 15:49:37,2023-12-18,08:54:54
902153,,10,-22.937975,-43.666775,41.5,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2259.9,2023-12-18 15:49:37,2023-12-18,04:36:36
902137,,12,-23.00196,-43.36583,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],4589.5,2023-12-18 15:49:37,2023-12-18,11:06:26
902129,,10,-22.920434,-43.607171,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3379.2,2023-12-18 15:49:37,2023-12-18,15:44:05
902128,,25,-23.000649,-43.364647,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],8372.799,2023-12-18 15:49:37,2023-12-18,15:40:30
902146,,18,-23.006549,-43.315239,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],11556.5,2023-12-18 15:49:37,2023-12-18,14:43:36
902144,,10,-23.002558,-43.366438,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],54305.2,2023-12-18 15:49:37,2023-12-18,14:20:40
902150,,25,-23.000261,-43.399627,42.5,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3409.4,2023-12-18 15:49:37,2023-12-18,15:49:17
Etios KYO8080,KYO8080,0,-22.876947,-43.329385,0.0,,,9187.2,2023-12-18 15:49:37,2023-12-18,13:56:26
902127,,12,-23.004178,-43.563274,60.7,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2893.5,2023-12-18 15:49:37,2023-12-18,15:49:13
861039050366992,,0,-23.317433,-46.578731,0.0,,,3927.3,2023-12-18 15:49:37,2023-12-18,15:44:45
861039050367040,,0,-23.510931,-46.573909,16.2,,,0.0,2023-12-18 15:49:37,2023-12-18,15:49:15
861039050386974,,0,-23.486622,-46.618459,9.9,,,10055.0,2023-12-18 15:49:37,2023-12-18,15:49:10
861039050363965,,0,-23.317113,-46.578199,0.0,,,1.9,2023-12-18 15:49:37,2023-12-18,15:49:17
861039050395173,,0,-23.317054,-46.578318,0.0,,,3164.5,2023-12-18 15:49:37,2023-12-18,15:44:08
861039050362256,,0,-23.448372,-46.494506,35.0,,,2032.0,2023-12-18 15:49:37,2023-12-18,15:49:07
902145,,10,-22.981597999999998,-43.609972,60.2,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],66687.7,2023-12-18 15:49:37,2023-12-18,15:48:51
902149,,10,-23.000658,-43.365709,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],8359.6,2023-12-18 15:49:37,2023-12-18,15:45:13
902214,,13,-23.00641,-43.316304,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3067.2,2023-12-18 15:49:37,2023-12-18,15:49:22
902136,,25,-23.016779,-43.514183,58.2,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],13122.9,2023-12-18 15:49:37,2023-12-16,23:25:37
902142,,12,-22.999819,-43.409328,46.8,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],14120.1,2023-12-18 15:49:37,2023-12-18,15:18:54
902143,,12,-22.920622,-43.607185,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],755.8,2023-12-18 15:49:37,2023-12-18,14:20:26
902148,,13,-23.015611,-43.51961,54.1,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],14436.2,2023-12-18 15:49:37,2023-12-18,15:47:16
902139,,10,-22.926975,-43.678332,38.7,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3574.1,2023-12-18 15:49:37,2023-12-18,15:48:44
902165,,10,-22.918941,-43.607559,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3364.5,2023-12-18 15:49:37,2023-12-18,15:49:14
902135,,18,-23.006682,-43.313869,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],107542.8,2023-12-18 15:49:37,2023-12-18,15:47:36
902134,,12,-22.91905,-43.607309,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],1337.0,2023-12-18 15:49:37,2023-12-18,14:49:32
902124,,10,-22.920759,-43.607856,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2836.6,2023-12-18 15:49:37,2023-12-18,15:39:42
902138,,13,-22.919132,-43.607607,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],2206.7,2023-12-18 15:49:37,2023-12-18,14:48:30
902161,,12,-22.919115,-43.607578,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],3500.2,2023-12-18 15:49:37,2023-12-18,14:56:49
902147,,10,-22.965922,-43.645465,18.9,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2802.0,2023-12-18 15:49:37,2023-12-18,15:46:55
902230,,13,-23.000216,-43.39704,60.2,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],2737.6,2023-12-18 15:49:37,2023-12-18,11:22:05
902177,,12,-22.920598,-43.607349,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2054.5,2023-12-18 15:49:37,2023-12-18,15:20:23
902197,,10,-23.000946,-43.367301,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3646.4,2023-12-18 15:49:37,2023-12-18,15:49:00
902191,,25,-22.920344,-43.607907,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2672.9,2023-12-18 15:49:37,2023-12-18,15:35:14
902201,,13,-23.000032,-43.407996,21.4,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3315.8,2023-12-18 15:49:37,2023-12-18,15:49:12
902172,,13,-22.919107,-43.607313,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],1983.6,2023-12-18 15:49:37,2023-12-18,15:39:09
902179,,18,-22.920487,-43.607326,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],1713.7,2023-12-18 15:49:37,2023-12-17,14:39:05
902182,,10,-22.920552999999998,-43.60759,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2665.1,2023-12-18 15:49:37,2023-12-18,15:31:29
902192,,10,-23.000488,-43.381963999999996,48.8,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],3457.3,2023-12-18 15:49:37,2023-12-18,12:16:40
902188,,25,-22.920694,-43.607741,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3275.4,2023-12-18 15:49:37,2023-12-18,15:33:11
902181,,12,-23.00233,-43.36597,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2595.6,2023-12-18 15:49:37,2023-12-18,15:27:01
902196,,0,-23.000982,-43.365154,0.0,,,368.3,2023-12-18 15:49:37,2023-12-18,14:08:05
902169,,25,-23.00069,-43.367173,18.9,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],2280.6,2023-12-18 15:49:37,2023-12-18,15:47:41
902183,,0,-22.920551,-43.607345,0.0,,,517.299,2023-12-18 15:49:37,2023-12-15,22:00:15
902167,,10,-22.919074,-43.607286,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],4635.1,2023-12-18 15:49:37,2023-12-18,15:19:16
902162,,0,-22.964817,-43.391652,0.0,,,20.5,2023-12-18 15:49:37,2023-12-14,11:41:29
902176,,12,-23.002582,-43.365827,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],4107.899,2023-12-18 15:49:37,2023-12-18,15:19:01
902180,,25,-23.011796,-43.531744,53.2,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],4191.6,2023-12-18 15:49:37,2023-12-18,15:48:40
902164,,18,-23.006628,-43.314513,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],4222.0,2023-12-18 15:49:37,2023-12-18,15:42:13
902160,,25,-22.920664,-43.608099,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3886.9,2023-12-18 15:49:37,2023-12-18,15:49:29
902174,,20,-23.00234,-43.570545,59.8,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],3795.8,2023-12-18 15:49:37,2023-12-18,15:49:22
902173,,10,-23.002509,-43.366348,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2688.6,2023-12-18 15:49:37,2023-12-18,08:46:15
902170,,10,-23.002465,-43.366785,24.8,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3088.9,2023-12-18 15:49:37,2023-12-18,14:05:48
902130,,10,-23.000936,-43.366842,17.5,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2759.5,2023-12-18 15:49:37,2023-12-18,15:41:03
902158,,25,-23.00097,-43.364408,14.1,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],2533.9,2023-12-18 15:49:37,2023-12-18,12:19:00
902166,,10,-23.002562,-43.366322,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],4663.1,2023-12-18 15:49:37,2023-12-18,12:12:33
902163,,10,-23.000415,-43.378619,1.2,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2784.9,2023-12-18 15:49:37,2023-12-18,13:29:36
902168,,25,-22.999845,-43.407153,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],3399.3,2023-12-18 15:49:37,2023-12-18,15:49:25
902140,,10,-23.000306,-43.378061,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2892.4,2023-12-18 15:49:37,2023-12-18,15:49:18
902159,,13,-23.016218,-43.516204,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],3265.8,2023-12-18 15:49:37,2023-12-18,15:49:27
902121,SQX3F57,10,-22.920515,-43.607548,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],1609.6,2023-12-18 15:49:37,2023-12-18,13:36:36
902195,,10,-23.005612,-43.556752,51.2,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2795.0,2023-12-18 15:49:37,2023-12-18,15:48:55
902194,,25,-22.972555,-43.401058,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3610.8,2023-12-18 15:49:37,2023-12-18,15:37:17
902199,,25,-23.020422,-43.490044,58.4,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],3376.3,2023-12-18 15:49:37,2023-12-18,10:02:34
902178,,25,-23.002544,-43.36626,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2702.9,2023-12-18 15:49:37,2023-12-18,11:43:00
902186,,10,-23.013393,-43.463161,54.3,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3873.8,2023-12-18 15:49:37,2023-12-18,15:46:28
902190,,12,-23.000949,-43.364979,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],26005.5,2023-12-18 15:49:37,2023-12-18,15:19:01
902171,,10,-23.00104,-43.364838,16.8,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],808.3,2023-12-18 15:49:37,2023-12-18,11:35:04
902198,,12,-22.919806,-43.645164,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],0.0,2023-12-18 15:49:37,2023-12-17,13:43:47
902218,,20,-22.92072,-43.607779,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],2114.7,2023-12-18 15:49:37,2023-12-18,15:36:29
861039050305354,,0,-22.906189,-43.177554,0.0,,,0.0,2023-12-18 15:49:37,2023-11-29,09:19:19
902175,,10,-23.000655,-43.366001,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],1520.1,2023-12-18 15:49:37,2023-12-18,15:49:21
902193,,25,-22.916925,-43.607113,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2098.2,2023-12-18 15:49:37,2023-12-18,15:42:46
902200,,20,-22.926462,-43.678783,45.1,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],2040.4,2023-12-18 15:49:37,2023-12-18,15:49:29
902204,,13,-23.000906,-43.367042,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],2960.1,2023-12-18 15:49:37,2023-12-18,15:49:19
902207,,13,-23.001962,-43.365681,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],1034.0,2023-12-18 15:49:37,2023-12-18,15:40:58
902227,,12,-22.965737,-43.391235,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2239.5,2023-12-18 15:49:37,2023-12-18,15:27:01
902224,,12,-23.015137,-43.469219,43.5,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],1367.0,2023-12-18 15:49:37,2023-12-18,15:49:20
902251,,0,-22.84876,-43.397516,0.0,,,0.0,2023-12-18 15:49:37,2023-11-21,23:02:59
902222,,20,-22.917113,-43.683576,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],4173.3,2023-12-18 15:49:37,2023-12-18,15:49:04
902209,,10,-23.001937,-43.365462,0.0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],0.0,2023-12-18 15:49:37,2023-12-18,15:46:00
902250,,12,-22.972352,-43.401663,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2014.6,2023-12-18 15:49:37,2023-12-18,15:47:03
902221,,20,-22.989625,-43.602189,49.7,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],3361.5,2023-12-18 15:49:37,2023-12-18,15:49:13
902217,,12,-22.999835,-43.408874,40.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],3795.6,2023-12-18 15:49:37,2023-12-18,15:49:24
902265,,20,-22.920234999999998,-43.608073,0.0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],2327.6,2023-12-18 15:49:37,2023-12-18,15:48:57
902274,,12,-23.016082,-43.517567,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2684.0,2023-12-18 15:49:37,2023-12-18,15:38:36
902212,,10,-23.000857,-43.366647,14.8,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],2733.8,2023-12-18 15:49:37,2023-12-18,15:49:28
902154,SQX3F84,10,-23.0035,-43.425351,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],0.0,2023-12-18 15:49:37,2023-12-18,15:44:36
902211,,13,-22.994024,-43.597228,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3227.6,2023-12-18 15:49:37,2023-12-18,15:49:12
902220,,25,-23.000944,-43.367464,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],1822.4,2023-12-18 15:49:37,2023-12-18,15:49:14
902219,,25,-23.010858,-43.452805,0.0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],14951.0,2023-12-18 15:49:37,2023-12-18,15:49:26
902210,,25,-22.999962,-43.352847,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2770.6,2023-12-18 15:49:37,2023-12-18,15:49:22
902263,,18,-23.006566,-43.314062,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],2756.0,2023-12-18 15:49:37,2023-12-18,15:27:31
902189,,19,-23.002968,-43.42448,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],3584.6,2023-12-18 15:49:37,2023-12-18,15:49:11
902208,,25,-23.015356,-43.469846,39.3,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2305.6,2023-12-18 15:49:37,2023-12-18,15:49:28
902202,,10,-22.937578,-43.666782,23.8,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],0.0,2023-12-18 15:49:37,2023-12-18,15:43:19
902184,,25,-22.918864,-43.607558,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],0.0,2023-12-18 15:49:37,2023-12-18,15:30:15
902206,,25,-22.965179,-43.391688,0.0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],2477.5,2023-12-18 15:49:37,2023-12-18,15:49:21
902203,,0,-22.920482,-43.607197,0.0,,,108.5,2023-12-18 15:49:37,2023-12-14,22:20:59
902187,,12,-22.972342,-43.401335,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2767.9,2023-12-18 15:49:37,2023-12-18,13:29:40
902264,,12,-23.004252,-43.321457,44.2,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],11579.9,2023-12-18 15:49:37,2023-12-18,10:01:43
902266,,12,-23.001045,-43.364736,17.2,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],17078.6,2023-12-18 15:49:37,2023-12-18,10:04:00
902268,,12,-23.000184,-43.368102,47.2,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],3597.8,2023-12-18 15:49:37,2023-12-18,15:48:32
902271,,10,-22.917536,-43.607152,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],40721.5,2023-12-18 15:49:37,2023-12-18,15:18:22
902292,,13,-22.972114,-43.400749,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],78484.0,2023-12-18 15:49:37,2023-12-18,15:49:25
902280,,20,-22.97284,-43.385914,26.1,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],15337.4,2023-12-18 15:49:37,2023-12-18,15:49:16
902275,,0,-22.964619,-43.391374,0.0,,,44.5,2023-12-18 15:49:37,2023-12-11,09:21:00
902261,,10,-22.972358,-43.401596,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],1867.8,2023-12-18 15:49:37,2023-12-18,15:47:36
902281,,18,-23.006819,-43.312881,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],3009.3,2023-12-18 15:49:37,2023-12-18,15:30:05
902252,,12,-23.000641,-43.364938,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2698.9,2023-12-18 15:49:37,2023-12-18,15:38:50
902277,,20,-22.952922,-43.649359,56.3,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],1943.6,2023-12-18 15:49:37,2023-12-18,15:49:30
902246,,10,-22.996264,-43.593611,36.3,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3545.6,2023-12-18 15:49:37,2023-12-18,15:49:25
902244,,10,-23.002289,-43.366228,0.1,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],3723.1,2023-12-18 15:49:37,2023-12-18,15:39:32
902282,,12,-22.972474,-43.401669,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2475.4,2023-12-18 15:49:37,2023-12-18,15:33:53
902258,,10,-22.972494,-43.401639,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2684.7,2023-12-18 15:49:37,2023-12-18,15:38:12
902287,,10,-22.972533,-43.401549,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2496.8,2023-12-18 15:49:37,2023-12-18,15:33:49
902276,,12,-23.014492,-43.467498,60.8,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2198.4,2023-12-18 15:49:37,2023-12-18,15:49:26
902226,,12,-23.016863,-43.513761,57.1,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],2450.6,2023-12-18 15:49:37,2023-12-18,15:49:27
902216,,13,-22.993181,-43.596672,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3891.8,2023-12-18 15:49:37,2023-12-18,15:49:27
902237,,13,-23.002852,-43.424029,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],3109.1,2023-12-18 15:49:37,2023-12-18,15:49:15
902223,,18,-23.006595,-43.314239,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],2918.7,2023-12-18 15:49:37,2023-12-18,15:35:33
902215,,12,-22.993991,-43.597522,0.0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],3707.0,2023-12-18 15:49:37,2023-12-18,15:49:18
902122,SQX3B59,12,-23.002347,-43.365535,13.3,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],14409.7,2023-12-18 15:49:37,2023-12-18,11:57:12
902290,,10,-22.972288,-43.401606,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2273.7,2023-12-18 15:49:37,2023-12-18,15:05:48
902291,,18,-23.006787,-43.312639,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],26488.9,2023-12-18 15:49:37,2023-12-18,15:20:59
902257,,10,-22.972231,-43.40078,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],1692.2,2023-12-18 15:49:37,2023-12-18,15:29:39
902231,,12,-23.006668,-43.313574,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],2263.6,2023-12-18 15:49:37,2023-12-18,15:47:57
902289,,10,-22.972289,-43.400784,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2857.6,2023-12-18 15:49:37,2023-12-18,15:44:21
902236,,25,-22.934372,-43.665161,19.3,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],1081.0,2023-12-18 15:49:37,2023-12-18,15:49:24
902273,,10,-22.972426,-43.401329,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],1279.8,2023-12-18 15:49:37,2023-12-18,15:49:13
902253,,12,-22.916981,-43.607111,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],3852.3,2023-12-18 15:49:37,2023-12-18,15:40:05
902285,,18,-23.006705,-43.313285,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],3422.3,2023-12-18 15:49:37,2023-12-18,15:44:01
902240,,13,-23.006496,-43.315772,0.0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],3550.1,2023-12-18 15:49:37,2023-12-18,15:22:05
902228,,20,-23.009449,-43.447747,0.0,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],4055.3,2023-12-18 15:49:37,2023-12-18,15:49:16
902242,,12,-22.966258,-43.644954,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],3919.8,2023-12-18 15:49:37,2023-12-18,15:49:20
902225,,18,-23.006566,-43.314999,0.0,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],2764.1,2023-12-18 15:49:37,2023-12-18,15:49:25
902247,,11,-22.917396,-43.607103,0.0,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],2940.7,2023-12-18 15:49:37,2023-12-18,15:45:21
902279,,10,-22.972229,-43.401634,0.0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],2695.9,2023-12-18 15:49:37,2023-12-18,15:49:16
902259,,12,-22.972188,-43.401301,0.0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],25112.0,2023-12-18 15:49:37,2023-12-18,15:03:33
